Customer_ID,Unique_Transactions
CUST-001188,2
CUST-001207,2
CUST-002196,2
CUST-002504,2
CUST-002515,2
CUST-002153,2
CUST-002154,2
CUST-000967,2
CUST-000982,2
CUST-001261,2
CUST-000719,2
CUST-001530,2
CUST-002956,2
CUST-002971,2
CUST-002213,2
CUST-000394,2
CUST-003051,2
CUST-000344,2
CUST-001852,2
CUST-002378,2
CUST-002033,2
CUST-003018,2
CUST-000392,2
CUST-001296,2
CUST-001240,2
CUST-000905,2
CUST-000906,2
CUST-000916,2
CUST-003141,2
CUST-000238,2
CUST-000894,2
CUST-001276,2
CUST-001211,2
CUST-001288,2
CUST-000773,2
CUST-001936,2
CUST-001939,2
CUST-001940,2
CUST-002434,2
CUST-002445,2
CUST-002447,2
CUST-000887,2
CUST-001492,2
CUST-001928,2
CUST-000442,2
CUST-002954,2
CUST-002955,2
CUST-002887,2
CUST-002346,2
CUST-001392,2
CUST-002922,2
CUST-001480,2
CUST-000326,2
CUST-000327,2
CUST-001069,2
CUST-002328,2
CUST-002695,2
CUST-002705,2
CUST-002647,2
CUST-000696,2
CUST-000698,2
CUST-000711,2
CUST-002069,2
CUST-000495,2
CUST-001458,2
CUST-002126,2
CUST-002128,2
CUST-000765,2
CUST-001366,2
CUST-001816,2
CUST-001541,2
CUST-000631,2
CUST-002028,2
CUST-003303,2
CUST-003320,2
CUST-000072,2
CUST-000085,2
CUST-000091,2
CUST-000173,2
CUST-003235,2
CUST-003255,2
CUST-003204,2
CUST-000564,2
CUST-001969,2
CUST-001973,2
CUST-001656,2
CUST-001744,2
CUST-001761,2
CUST-003353,2
CUST-002038,2
CUST-000805,2
CUST-000811,2
CUST-000140,2
CUST-000154,2
CUST-003271,2
CUST-003278,2
CUST-003283,2
CUST-003290,2
CUST-003294,2
CUST-002559,2
CUST-003334,2
CUST-001728,2
CUST-003300,2
CUST-001140,2
CUST-002268,2
CUST-002289,2
CUST-001086,2
CUST-000041,1
CUST-000094,1
CUST-002562,1
CUST-002568,1
CUST-000791,1
CUST-000152,1
CUST-000155,1
CUST-000163,1
CUST-001657,1
CUST-001748,1
CUST-000568,1
CUST-001415,1
CUST-001420,1
CUST-001433,1
CUST-000580,1
CUST-000611,1
CUST-000616,1
CUST-002228,1
CUST-002230,1
CUST-001146,1
CUST-001153,1
CUST-003222,1
CUST-000190,1
CUST-003236,1
CUST-003242,1
CUST-003258,1
CUST-003302,1
CUST-003362,1
CUST-000025,1
CUST-001112,1
CUST-000459,1
CUST-000637,1
CUST-000638,1
CUST-000645,1
CUST-002012,1
CUST-002014,1
CUST-001023,1
CUST-001044,1
CUST-000268,1
CUST-001818,1
CUST-001829,1
CUST-001544,1
CUST-001549,1
CUST-000814,1
CUST-002609,1
CUST-000757,1
CUST-001320,1
CUST-001326,1
CUST-001340,1
CUST-001459,1
CUST-001464,1
CUST-002694,1
CUST-001401,1
CUST-000350,1
CUST-000315,1
CUST-003117,1
CUST-002335,1
CUST-001379,1
CUST-001388,1
CUST-002751,1
CUST-002936,1
CUST-001490,1
CUST-002894,1
CUST-000889,1
CUST-002178,1
CUST-002092,1
CUST-002094,1
CUST-000782,1
CUST-000286,1
CUST-003146,1
CUST-003149,1
CUST-003166,1
CUST-000256,1
CUST-000214,1
CUST-002101,1
CUST-002780,1
CUST-001883,1
CUST-002032,1
CUST-000384,1
CUST-000393,1
CUST-003068,1
CUST-003071,1
CUST-001567,1
CUST-001835,1
CUST-001509,1
CUST-001514,1
CUST-001528,1
CUST-002624,1
CUST-000919,1
CUST-000942,1
CUST-001255,1
CUST-002686,1
CUST-002042,1
CUST-002493,1
CUST-002145,1
CUST-001249,1
CUST-001197,1
CUST-001896,1
CUST-003006,1
CUST-003007,1
CUST-000688,1
CUST-002731,1
CUST-002422,1
CUST-003002,1
CUST-001533,1
CUST-001874,1
CUST-000917,1
CUST-000534,1
CUST-002104,1
CUST-002530,1
CUST-000825,1
CUST-000831,1
CUST-001578,1
CUST-001595,1
CUST-002320,1
CUST-000863,1
CUST-000869,1
CUST-002798,1
CUST-001116,1
CUST-001670,1
CUST-003391,1
CUST-000018,1
CUST-003375,1
CUST-000021,1
